component,category,subcategory,changes_baseline_date,change_category,projected_fiscal_year,value
outlay,Mandatory,Social Security,2008-03-01,Technical,2013,-0.861
outlay,Mandatory,Social Security,2008-03-01,Technical,2014,-1.151
outlay,Mandatory,Social Security,2008-03-01,Technical,2015,-1.44
outlay,Mandatory,Social Security,2008-03-01,Technical,2016,-1.933
outlay,Mandatory,Social Security,2008-03-01,Technical,2017,-2.333
outlay,Mandatory,Social Security,2008-03-01,Technical,2018,-2.246
outlay,Mandatory,Social Security,2008-09-01,Economic,2008,0.0
outlay,Mandatory,Social Security,2008-09-01,Economic,2009,13.253
outlay,Mandatory,Social Security,2008-09-01,Economic,2010,19.682
outlay,Mandatory,Social Security,2008-09-01,Economic,2011,22.173
outlay,Mandatory,Social Security,2008-09-01,Economic,2012,23.239
outlay,Mandatory,Social Security,2008-09-01,Economic,2013,23.43
outlay,Mandatory,Social Security,2008-09-01,Economic,2014,23.501
outlay,Mandatory,Social Security,2008-09-01,Economic,2015,23.433
outlay,Mandatory,Social Security,2008-09-01,Economic,2016,23.42
outlay,Mandatory,Social Security,2008-09-01,Economic,2017,22.981
outlay,Mandatory,Social Security,2008-09-01,Economic,2018,22.5
outlay,Mandatory,Social Security,2008-09-01,Legislative,2008,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2009,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2008-09-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2008-09-01,Technical,2008,0.45
outlay,Mandatory,Social Security,2008-09-01,Technical,2009,1.199
outlay,Mandatory,Social Security,2008-09-01,Technical,2010,1.201
outlay,Mandatory,Social Security,2008-09-01,Technical,2011,1.292
outlay,Mandatory,Social Security,2008-09-01,Technical,2012,1.604
outlay,Mandatory,Social Security,2008-09-01,Technical,2013,1.922
outlay,Mandatory,Social Security,2008-09-01,Technical,2014,2.215
outlay,Mandatory,Social Security,2008-09-01,Technical,2015,2.505
outlay,Mandatory,Social Security,2008-09-01,Technical,2016,2.795
outlay,Mandatory,Social Security,2008-09-01,Technical,2017,3.095
outlay,Mandatory,Social Security,2008-09-01,Technical,2018,3.352
outlay,Mandatory,Social Security,2009-01-01,Economic,2008,0.0
outlay,Mandatory,Social Security,2009-01-01,Economic,2009,0.5
outlay,Mandatory,Social Security,2009-01-01,Economic,2010,-10.3
outlay,Mandatory,Social Security,2009-01-01,Economic,2011,-19.8
outlay,Mandatory,Social Security,2009-01-01,Economic,2012,-25.0
outlay,Mandatory,Social Security,2009-01-01,Economic,2013,-28.0
outlay,Mandatory,Social Security,2009-01-01,Economic,2014,-29.7
outlay,Mandatory,Social Security,2009-01-01,Economic,2015,-31.8
outlay,Mandatory,Social Security,2009-01-01,Economic,2016,-34.7
outlay,Mandatory,Social Security,2009-01-01,Economic,2017,-38.3
outlay,Mandatory,Social Security,2009-01-01,Economic,2018,-42.4
outlay,Mandatory,Social Security,2009-01-01,Legislative,2008,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2009,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2009-01-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2009-01-01,Technical,2008,-0.029
outlay,Mandatory,Social Security,2009-01-01,Technical,2009,0.647
outlay,Mandatory,Social Security,2009-01-01,Technical,2010,2.938
outlay,Mandatory,Social Security,2009-01-01,Technical,2011,5.714
outlay,Mandatory,Social Security,2009-01-01,Technical,2012,8.312
outlay,Mandatory,Social Security,2009-01-01,Technical,2013,9.978
outlay,Mandatory,Social Security,2009-01-01,Technical,2014,11.12
outlay,Mandatory,Social Security,2009-01-01,Technical,2015,11.67
outlay,Mandatory,Social Security,2009-01-01,Technical,2016,11.873
outlay,Mandatory,Social Security,2009-01-01,Technical,2017,11.86
outlay,Mandatory,Social Security,2009-01-01,Technical,2018,11.81
outlay,Mandatory,Social Security,2009-03-01,Economic,2009,0.0
outlay,Mandatory,Social Security,2009-03-01,Economic,2010,0.0
outlay,Mandatory,Social Security,2009-03-01,Economic,2011,-5.9
outlay,Mandatory,Social Security,2009-03-01,Economic,2012,-17.4
outlay,Mandatory,Social Security,2009-03-01,Economic,2013,-28.0
outlay,Mandatory,Social Security,2009-03-01,Economic,2014,-38.5
outlay,Mandatory,Social Security,2009-03-01,Economic,2015,-47.8
outlay,Mandatory,Social Security,2009-03-01,Economic,2016,-54.0
outlay,Mandatory,Social Security,2009-03-01,Economic,2017,-58.1
outlay,Mandatory,Social Security,2009-03-01,Economic,2018,-62.0
outlay,Mandatory,Social Security,2009-03-01,Economic,2019,-66.6
outlay,Mandatory,Social Security,2009-03-01,Legislative,2009,13.84
outlay,Mandatory,Social Security,2009-03-01,Legislative,2010,0.14
outlay,Mandatory,Social Security,2009-03-01,Legislative,2011,0.015
outlay,Mandatory,Social Security,2009-03-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2009-03-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2009-03-01,Technical,2009,1.72
outlay,Mandatory,Social Security,2009-03-01,Technical,2010,1.269
outlay,Mandatory,Social Security,2009-03-01,Technical,2011,1.114
outlay,Mandatory,Social Security,2009-03-01,Technical,2012,0.969
outlay,Mandatory,Social Security,2009-03-01,Technical,2013,0.872
outlay,Mandatory,Social Security,2009-03-01,Technical,2014,1.195
outlay,Mandatory,Social Security,2009-03-01,Technical,2015,1.661
outlay,Mandatory,Social Security,2009-03-01,Technical,2016,2.179
outlay,Mandatory,Social Security,2009-03-01,Technical,2017,2.679
outlay,Mandatory,Social Security,2009-03-01,Technical,2018,3.001
outlay,Mandatory,Social Security,2009-03-01,Technical,2019,3.295
outlay,Mandatory,Social Security,2009-08-01,Economic,2009,0.0
outlay,Mandatory,Social Security,2009-08-01,Economic,2010,0.0
outlay,Mandatory,Social Security,2009-08-01,Economic,2011,-0.2
outlay,Mandatory,Social Security,2009-08-01,Economic,2012,0.6
outlay,Mandatory,Social Security,2009-08-01,Economic,2013,1.5
outlay,Mandatory,Social Security,2009-08-01,Economic,2014,2.6
outlay,Mandatory,Social Security,2009-08-01,Economic,2015,4.8
outlay,Mandatory,Social Security,2009-08-01,Economic,2016,5.7
outlay,Mandatory,Social Security,2009-08-01,Economic,2017,6.2
outlay,Mandatory,Social Security,2009-08-01,Economic,2018,7.0
outlay,Mandatory,Social Security,2009-08-01,Economic,2019,8.2
outlay,Mandatory,Social Security,2009-08-01,Legislative,2009,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2009-08-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2009-08-01,Technical,2009,0.735
outlay,Mandatory,Social Security,2009-08-01,Technical,2010,2.429
outlay,Mandatory,Social Security,2009-08-01,Technical,2011,2.333
outlay,Mandatory,Social Security,2009-08-01,Technical,2012,2.091
outlay,Mandatory,Social Security,2009-08-01,Technical,2013,2.104
outlay,Mandatory,Social Security,2009-08-01,Technical,2014,1.908
outlay,Mandatory,Social Security,2009-08-01,Technical,2015,1.837
outlay,Mandatory,Social Security,2009-08-01,Technical,2016,1.768
outlay,Mandatory,Social Security,2009-08-01,Technical,2017,1.869
outlay,Mandatory,Social Security,2009-08-01,Technical,2018,1.965
outlay,Mandatory,Social Security,2009-08-01,Technical,2019,1.993
outlay,Mandatory,Social Security,2010-01-01,Economic,2009,0.0
outlay,Mandatory,Social Security,2010-01-01,Economic,2010,-0.1
outlay,Mandatory,Social Security,2010-01-01,Economic,2011,-0.2
outlay,Mandatory,Social Security,2010-01-01,Economic,2012,4.7
outlay,Mandatory,Social Security,2010-01-01,Economic,2013,7.0
outlay,Mandatory,Social Security,2010-01-01,Economic,2014,6.0
outlay,Mandatory,Social Security,2010-01-01,Economic,2015,3.4
outlay,Mandatory,Social Security,2010-01-01,Economic,2016,2.2
outlay,Mandatory,Social Security,2010-01-01,Economic,2017,1.7
outlay,Mandatory,Social Security,2010-01-01,Economic,2018,1.6
outlay,Mandatory,Social Security,2010-01-01,Economic,2019,1.8
outlay,Mandatory,Social Security,2010-01-01,Legislative,2009,0.0
outlay,Mandatory,Social Security,2010-01-01,Legislative,2010,-0.019
outlay,Mandatory,Social Security,2010-01-01,Legislative,2011,-0.005
outlay,Mandatory,Social Security,2010-01-01,Legislative,2012,-0.003
outlay,Mandatory,Social Security,2010-01-01,Legislative,2013,-0.003
outlay,Mandatory,Social Security,2010-01-01,Legislative,2014,-0.002
outlay,Mandatory,Social Security,2010-01-01,Legislative,2015,-0.002
outlay,Mandatory,Social Security,2010-01-01,Legislative,2016,-0.001
outlay,Mandatory,Social Security,2010-01-01,Legislative,2017,-0.001
outlay,Mandatory,Social Security,2010-01-01,Legislative,2018,-0.002
outlay,Mandatory,Social Security,2010-01-01,Legislative,2019,-0.002
outlay,Mandatory,Social Security,2010-01-01,Technical,2009,-0.379
outlay,Mandatory,Social Security,2010-01-01,Technical,2010,2.684
outlay,Mandatory,Social Security,2010-01-01,Technical,2011,4.444
outlay,Mandatory,Social Security,2010-01-01,Technical,2012,4.219
outlay,Mandatory,Social Security,2010-01-01,Technical,2013,4.225
outlay,Mandatory,Social Security,2010-01-01,Technical,2014,4.446
outlay,Mandatory,Social Security,2010-01-01,Technical,2015,4.777
outlay,Mandatory,Social Security,2010-01-01,Technical,2016,5.367
outlay,Mandatory,Social Security,2010-01-01,Technical,2017,5.627
outlay,Mandatory,Social Security,2010-01-01,Technical,2018,5.866
outlay,Mandatory,Social Security,2010-01-01,Technical,2019,5.74
outlay,Mandatory,Social Security,2010-03-01,Economic,2010,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2011,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2012,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2013,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2014,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2015,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2016,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2017,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2018,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2019,0.0
outlay,Mandatory,Social Security,2010-03-01,Economic,2020,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2010-03-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2010-03-01,Technical,2010,2.099
outlay,Mandatory,Social Security,2010-03-01,Technical,2011,2.433
outlay,Mandatory,Social Security,2010-03-01,Technical,2012,2.014
outlay,Mandatory,Social Security,2010-03-01,Technical,2013,1.83
outlay,Mandatory,Social Security,2010-03-01,Technical,2014,1.534
outlay,Mandatory,Social Security,2010-03-01,Technical,2015,1.527
outlay,Mandatory,Social Security,2010-03-01,Technical,2016,1.67
outlay,Mandatory,Social Security,2010-03-01,Technical,2017,2.043
outlay,Mandatory,Social Security,2010-03-01,Technical,2018,2.413
outlay,Mandatory,Social Security,2010-03-01,Technical,2019,3.143
outlay,Mandatory,Social Security,2010-03-01,Technical,2020,3.924
outlay,Mandatory,Social Security,2010-08-01,Economic,2010,0.0
outlay,Mandatory,Social Security,2010-08-01,Economic,2011,-0.5
outlay,Mandatory,Social Security,2010-08-01,Economic,2012,-5.4
outlay,Mandatory,Social Security,2010-08-01,Economic,2013,-6.1
outlay,Mandatory,Social Security,2010-08-01,Economic,2014,-2.6
outlay,Mandatory,Social Security,2010-08-01,Economic,2015,1.5
outlay,Mandatory,Social Security,2010-08-01,Economic,2016,5.6
outlay,Mandatory,Social Security,2010-08-01,Economic,2017,9.1
outlay,Mandatory,Social Security,2010-08-01,Economic,2018,12.7
outlay,Mandatory,Social Security,2010-08-01,Economic,2019,16.8
outlay,Mandatory,Social Security,2010-08-01,Economic,2020,21.5
outlay,Mandatory,Social Security,2010-08-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2010-08-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2010-08-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2010-08-01,Legislative,2013,0.01
outlay,Mandatory,Social Security,2010-08-01,Legislative,2014,0.04
outlay,Mandatory,Social Security,2010-08-01,Legislative,2015,0.16
outlay,Mandatory,Social Security,2010-08-01,Legislative,2016,0.35
outlay,Mandatory,Social Security,2010-08-01,Legislative,2017,0.53
outlay,Mandatory,Social Security,2010-08-01,Legislative,2018,0.61
outlay,Mandatory,Social Security,2010-08-01,Legislative,2019,0.64
outlay,Mandatory,Social Security,2010-08-01,Legislative,2020,0.67
outlay,Mandatory,Social Security,2010-08-01,Technical,2010,-1.69
outlay,Mandatory,Social Security,2010-08-01,Technical,2011,-1.994
outlay,Mandatory,Social Security,2010-08-01,Technical,2012,-2.555
outlay,Mandatory,Social Security,2010-08-01,Technical,2013,-3.181
outlay,Mandatory,Social Security,2010-08-01,Technical,2014,-3.479
outlay,Mandatory,Social Security,2010-08-01,Technical,2015,-3.875
outlay,Mandatory,Social Security,2010-08-01,Technical,2016,-4.217
outlay,Mandatory,Social Security,2010-08-01,Technical,2017,-4.396
outlay,Mandatory,Social Security,2010-08-01,Technical,2018,-4.761
outlay,Mandatory,Social Security,2010-08-01,Technical,2019,-4.941
outlay,Mandatory,Social Security,2010-08-01,Technical,2020,-5.26
outlay,Mandatory,Social Security,2011-01-01,Economic,2010,0.0
outlay,Mandatory,Social Security,2011-01-01,Economic,2011,-0.2
outlay,Mandatory,Social Security,2011-01-01,Economic,2012,3.2
outlay,Mandatory,Social Security,2011-01-01,Economic,2013,3.2
outlay,Mandatory,Social Security,2011-01-01,Economic,2014,2.1
outlay,Mandatory,Social Security,2011-01-01,Economic,2015,0.4
outlay,Mandatory,Social Security,2011-01-01,Economic,2016,-2.9
outlay,Mandatory,Social Security,2011-01-01,Economic,2017,-5.4
outlay,Mandatory,Social Security,2011-01-01,Economic,2018,-6.6
outlay,Mandatory,Social Security,2011-01-01,Economic,2019,-9.1
outlay,Mandatory,Social Security,2011-01-01,Economic,2020,-11.8
outlay,Mandatory,Social Security,2011-01-01,Legislative,2010,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2011-01-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2011-01-01,Technical,2010,0.006
outlay,Mandatory,Social Security,2011-01-01,Technical,2011,1.791
outlay,Mandatory,Social Security,2011-01-01,Technical,2012,4.536
outlay,Mandatory,Social Security,2011-01-01,Technical,2013,6.787
outlay,Mandatory,Social Security,2011-01-01,Technical,2014,8.767
outlay,Mandatory,Social Security,2011-01-01,Technical,2015,10.715
outlay,Mandatory,Social Security,2011-01-01,Technical,2016,11.98
outlay,Mandatory,Social Security,2011-01-01,Technical,2017,13.415
outlay,Mandatory,Social Security,2011-01-01,Technical,2018,14.494
outlay,Mandatory,Social Security,2011-01-01,Technical,2019,15.608
outlay,Mandatory,Social Security,2011-01-01,Technical,2020,16.436
outlay,Mandatory,Social Security,2011-03-01,Economic,2011,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2012,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2013,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2014,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2015,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2016,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2017,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2018,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2019,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2020,0.0
outlay,Mandatory,Social Security,2011-03-01,Economic,2021,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2011-03-01,Legislative,2021,0.0
outlay,Mandatory,Social Security,2011-03-01,Technical,2011,-0.704
outlay,Mandatory,Social Security,2011-03-01,Technical,2012,-0.869
outlay,Mandatory,Social Security,2011-03-01,Technical,2013,-0.762
outlay,Mandatory,Social Security,2011-03-01,Technical,2014,-0.672
outlay,Mandatory,Social Security,2011-03-01,Technical,2015,-0.885
outlay,Mandatory,Social Security,2011-03-01,Technical,2016,-1.287
outlay,Mandatory,Social Security,2011-03-01,Technical,2017,-1.787
outlay,Mandatory,Social Security,2011-03-01,Technical,2018,-1.887
outlay,Mandatory,Social Security,2011-03-01,Technical,2019,-1.887
outlay,Mandatory,Social Security,2011-03-01,Technical,2020,-2.037
outlay,Mandatory,Social Security,2011-03-01,Technical,2021,-1.637
outlay,Mandatory,Social Security,2011-08-01,Economic,2011,0.0
outlay,Mandatory,Social Security,2011-08-01,Economic,2012,9.2
outlay,Mandatory,Social Security,2011-08-01,Economic,2013,12.9
outlay,Mandatory,Social Security,2011-08-01,Economic,2014,10.9
outlay,Mandatory,Social Security,2011-08-01,Economic,2015,6.8
outlay,Mandatory,Social Security,2011-08-01,Economic,2016,3.8
outlay,Mandatory,Social Security,2011-08-01,Economic,2017,2.0
outlay,Mandatory,Social Security,2011-08-01,Economic,2018,0.6
outlay,Mandatory,Social Security,2011-08-01,Economic,2019,1.4
outlay,Mandatory,Social Security,2011-08-01,Economic,2020,1.9
outlay,Mandatory,Social Security,2011-08-01,Economic,2021,2.4
outlay,Mandatory,Social Security,2011-08-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2011-08-01,Legislative,2021,0.0
outlay,Mandatory,Social Security,2011-08-01,Technical,2011,-1.185
outlay,Mandatory,Social Security,2011-08-01,Technical,2012,-0.88
outlay,Mandatory,Social Security,2011-08-01,Technical,2013,0.307
outlay,Mandatory,Social Security,2011-08-01,Technical,2014,0.948
outlay,Mandatory,Social Security,2011-08-01,Technical,2015,2.109
outlay,Mandatory,Social Security,2011-08-01,Technical,2016,3.122
outlay,Mandatory,Social Security,2011-08-01,Technical,2017,4.062
outlay,Mandatory,Social Security,2011-08-01,Technical,2018,5.205
outlay,Mandatory,Social Security,2011-08-01,Technical,2019,5.988
outlay,Mandatory,Social Security,2011-08-01,Technical,2020,7.031
outlay,Mandatory,Social Security,2011-08-01,Technical,2021,8.115
outlay,Mandatory,Social Security,2012-01-01,Economic,2011,0.0
outlay,Mandatory,Social Security,2012-01-01,Economic,2012,4.2
outlay,Mandatory,Social Security,2012-01-01,Economic,2013,5.7
outlay,Mandatory,Social Security,2012-01-01,Economic,2014,6.7
outlay,Mandatory,Social Security,2012-01-01,Economic,2015,6.9
outlay,Mandatory,Social Security,2012-01-01,Economic,2016,5.7
outlay,Mandatory,Social Security,2012-01-01,Economic,2017,3.6
outlay,Mandatory,Social Security,2012-01-01,Economic,2018,0.6
outlay,Mandatory,Social Security,2012-01-01,Economic,2019,-3.2
outlay,Mandatory,Social Security,2012-01-01,Economic,2020,-6.0
outlay,Mandatory,Social Security,2012-01-01,Economic,2021,-8.1
outlay,Mandatory,Social Security,2012-01-01,Legislative,2011,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2012-01-01,Legislative,2021,0.0
outlay,Mandatory,Social Security,2012-01-01,Technical,2011,-0.668
outlay,Mandatory,Social Security,2012-01-01,Technical,2012,-2.501
outlay,Mandatory,Social Security,2012-01-01,Technical,2013,-3.872
outlay,Mandatory,Social Security,2012-01-01,Technical,2014,-2.83
outlay,Mandatory,Social Security,2012-01-01,Technical,2015,-1.866
outlay,Mandatory,Social Security,2012-01-01,Technical,2016,-1.169
outlay,Mandatory,Social Security,2012-01-01,Technical,2017,-0.768
outlay,Mandatory,Social Security,2012-01-01,Technical,2018,-0.636
outlay,Mandatory,Social Security,2012-01-01,Technical,2019,-0.098
outlay,Mandatory,Social Security,2012-01-01,Technical,2020,0.635
outlay,Mandatory,Social Security,2012-01-01,Technical,2021,1.329
outlay,Mandatory,Social Security,2012-03-01,Economic,2012,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2013,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2014,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2015,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2016,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2017,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2018,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2019,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2020,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2021,0.0
outlay,Mandatory,Social Security,2012-03-01,Economic,2022,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2014,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2015,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2016,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2017,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2018,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2019,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2020,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2021,0.0
outlay,Mandatory,Social Security,2012-03-01,Legislative,2022,0.0
outlay,Mandatory,Social Security,2012-03-01,Technical,2012,-1.0
outlay,Mandatory,Social Security,2012-03-01,Technical,2013,-0.7
outlay,Mandatory,Social Security,2012-03-01,Technical,2014,-1.2
outlay,Mandatory,Social Security,2012-03-01,Technical,2015,-1.4
outlay,Mandatory,Social Security,2012-03-01,Technical,2016,-1.7
outlay,Mandatory,Social Security,2012-03-01,Technical,2017,-2.0
outlay,Mandatory,Social Security,2012-03-01,Technical,2018,-2.5
outlay,Mandatory,Social Security,2012-03-01,Technical,2019,-3.0
outlay,Mandatory,Social Security,2012-03-01,Technical,2020,-3.7
outlay,Mandatory,Social Security,2012-03-01,Technical,2021,-4.4
outlay,Mandatory,Social Security,2012-03-01,Technical,2022,-5.6
outlay,Mandatory,Social Security,2012-08-01,Economic,2012,0.0
outlay,Mandatory,Social Security,2012-08-01,Economic,2013,-1.1
outlay,Mandatory,Social Security,2012-08-01,Economic,2014,-0.2
outlay,Mandatory,Social Security,2012-08-01,Economic,2015,2.9
outlay,Mandatory,Social Security,2012-08-01,Economic,2016,5.2
outlay,Mandatory,Social Security,2012-08-01,Economic,2017,7.5
outlay,Mandatory,Social Security,2012-08-01,Economic,2018,8.9
outlay,Mandatory,Social Security,2012-08-01,Economic,2019,9.7
outlay,Mandatory,Social Security,2012-08-01,Economic,2020,10.3
outlay,Mandatory,Social Security,2012-08-01,Economic,2021,11.4
outlay,Mandatory,Social Security,2012-08-01,Economic,2022,12.5
outlay,Mandatory,Social Security,2012-08-01,Legislative,2012,0.0
outlay,Mandatory,Social Security,2012-08-01,Legislative,2013,0.0
outlay,Mandatory,Social Security,2012-08-01,Legislative,2014,0.0
